,gender,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,family_size
715,male,19,0,0,7.65,Third,man,TRUE,Southampton,no,TRUE,0
716,female,38,0,0,227.525,First,woman,FALSE,Cherbourg,yes,TRUE,0
717,female,27,0,0,10.5,Second,woman,FALSE,Southampton,yes,TRUE,0
718,male,31,0,0,15.5,Third,man,TRUE,Queenstown,no,TRUE,0
719,male,33,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
720,female,6,0,1,33,Second,child,FALSE,Southampton,yes,FALSE,1
721,male,17,1,0,7.0542,Third,man,TRUE,Southampton,no,FALSE,1
722,male,34,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
723,male,50,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
724,male,27,1,0,53.1,First,man,TRUE,Southampton,yes,FALSE,1
725,male,20,0,0,8.6625,Third,man,TRUE,Southampton,no,TRUE,0
726,female,30,3,0,21,Second,woman,FALSE,Southampton,yes,FALSE,3
727,female,28,0,0,7.7375,Third,woman,FALSE,Queenstown,yes,TRUE,0
728,male,25,1,0,26,Second,man,TRUE,Southampton,no,FALSE,1
729,female,25,1,0,7.925,Third,woman,FALSE,Southampton,no,FALSE,1
730,female,29,0,0,211.3375,First,woman,FALSE,Southampton,yes,TRUE,0
731,male,11,0,0,18.7875,Third,child,FALSE,Cherbourg,no,TRUE,0
732,male,31,0,0,0,Second,man,TRUE,Southampton,no,TRUE,0
733,male,23,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
734,male,23,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
735,male,28.5,0,0,16.1,Third,man,TRUE,Southampton,no,TRUE,0
736,female,48,1,3,34.375,Third,woman,FALSE,Southampton,no,FALSE,4
737,male,35,0,0,512.3292,First,man,TRUE,Cherbourg,yes,TRUE,0
738,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
739,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
740,male,31,0,0,30,First,man,TRUE,Southampton,yes,TRUE,0
741,male,36,1,0,78.85,First,man,TRUE,Southampton,no,FALSE,1
742,female,21,2,2,262.375,First,woman,FALSE,Cherbourg,yes,FALSE,4
743,male,24,1,0,16.1,Third,man,TRUE,Southampton,no,FALSE,1
744,male,31,0,0,7.925,Third,man,TRUE,Southampton,yes,TRUE,0
745,male,70,1,1,71,First,man,TRUE,Southampton,no,FALSE,2
746,male,16,1,1,20.25,Third,man,TRUE,Southampton,no,FALSE,2
747,female,30,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
748,male,19,1,0,53.1,First,man,TRUE,Southampton,no,FALSE,1
749,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
750,female,4,1,1,23,Second,child,FALSE,Southampton,yes,FALSE,2
751,male,6,0,1,12.475,Third,child,FALSE,Southampton,yes,FALSE,1
752,male,33,0,0,9.5,Third,man,TRUE,Southampton,no,TRUE,0
753,male,23,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
754,female,48,1,2,65,Second,woman,FALSE,Southampton,yes,FALSE,3
755,male,0.67,1,1,14.5,Second,child,FALSE,Southampton,yes,FALSE,2
756,male,28,0,0,7.7958,Third,man,TRUE,Southampton,no,TRUE,0
757,male,18,0,0,11.5,Second,man,TRUE,Southampton,no,TRUE,0
758,male,34,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
759,female,33,0,0,86.5,First,woman,FALSE,Southampton,yes,TRUE,0
760,male,31,0,0,14.5,Third,man,TRUE,Southampton,no,TRUE,0
761,male,41,0,0,7.125,Third,man,TRUE,Southampton,no,TRUE,0
762,male,20,0,0,7.2292,Third,man,TRUE,Cherbourg,yes,TRUE,0
763,female,36,1,2,120,First,woman,FALSE,Southampton,yes,FALSE,3
764,male,16,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
765,female,51,1,0,77.9583,First,woman,FALSE,Southampton,yes,FALSE,1
766,male,31,0,0,39.6,First,man,TRUE,Cherbourg,no,TRUE,0
767,female,30.5,0,0,7.75,Third,woman,FALSE,Queenstown,no,TRUE,0
768,male,31,1,0,24.15,Third,man,TRUE,Queenstown,no,FALSE,1
769,male,32,0,0,8.3625,Third,man,TRUE,Southampton,no,TRUE,0
770,male,24,0,0,9.5,Third,man,TRUE,Southampton,no,TRUE,0
771,male,48,0,0,7.8542,Third,man,TRUE,Southampton,no,TRUE,0
772,female,57,0,0,10.5,Second,woman,FALSE,Southampton,no,TRUE,0
773,male,31,0,0,7.225,Third,man,TRUE,Cherbourg,no,TRUE,0
774,female,54,1,3,23,Second,woman,FALSE,Southampton,yes,FALSE,4
775,male,18,0,0,7.75,Third,man,TRUE,Southampton,no,TRUE,0
776,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
777,female,5,0,0,12.475,Third,child,FALSE,Southampton,yes,TRUE,0
778,male,31,0,0,7.7375,Third,man,TRUE,Queenstown,no,TRUE,0
779,female,43,0,1,211.3375,First,woman,FALSE,Southampton,yes,FALSE,1
780,female,13,0,0,7.2292,Third,child,FALSE,Cherbourg,yes,TRUE,0
781,female,17,1,0,57,First,woman,FALSE,Southampton,yes,FALSE,1
782,male,29,0,0,30,First,man,TRUE,Southampton,no,TRUE,0
783,male,31,1,2,23.45,Third,man,TRUE,Southampton,no,FALSE,3
784,male,25,0,0,7.05,Third,man,TRUE,Southampton,no,TRUE,0
785,male,25,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
786,female,18,0,0,7.4958,Third,woman,FALSE,Southampton,yes,TRUE,0
787,male,8,4,1,29.125,Third,child,FALSE,Queenstown,no,FALSE,5
788,male,1,1,2,20.575,Third,child,FALSE,Southampton,yes,FALSE,3
789,male,46,0,0,79.2,First,man,TRUE,Cherbourg,no,TRUE,0
790,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
791,male,16,0,0,26,Second,man,TRUE,Southampton,no,TRUE,0
792,female,28,8,2,69.55,Third,woman,FALSE,Southampton,no,FALSE,10
793,male,31,0,0,30.6958,First,man,TRUE,Cherbourg,no,TRUE,0
794,male,25,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
795,male,39,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
796,female,49,0,0,25.9292,First,woman,FALSE,Southampton,yes,TRUE,0
797,female,31,0,0,8.6833,Third,woman,FALSE,Southampton,yes,TRUE,0
798,male,30,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
799,female,30,1,1,24.15,Third,woman,FALSE,Southampton,no,FALSE,2
800,male,34,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
801,female,31,1,1,26.25,Second,woman,FALSE,Southampton,yes,FALSE,2
802,male,11,1,2,120,First,child,FALSE,Southampton,yes,FALSE,3
803,male,0.42,0,1,8.5167,Third,child,FALSE,Cherbourg,yes,FALSE,1
804,male,27,0,0,6.975,Third,man,TRUE,Southampton,yes,TRUE,0
805,male,31,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
806,male,39,0,0,0,First,man,TRUE,Southampton,no,TRUE,0
807,female,18,0,0,7.775,Third,woman,FALSE,Southampton,no,TRUE,0
808,male,39,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
809,female,33,1,0,53.1,First,woman,FALSE,Southampton,yes,FALSE,1
810,male,26,0,0,7.8875,Third,man,TRUE,Southampton,no,TRUE,0
811,male,39,0,0,24.15,Third,man,TRUE,Southampton,no,TRUE,0
812,male,35,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
813,female,6,4,2,31.275,Third,child,FALSE,Southampton,no,FALSE,6
814,male,30.5,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
815,male,31,0,0,0,First,man,TRUE,Southampton,no,TRUE,0
816,female,23,0,0,7.925,Third,woman,FALSE,Southampton,no,TRUE,0
817,male,31,1,1,37.0042,Second,man,TRUE,Cherbourg,no,FALSE,2
818,male,43,0,0,6.45,Third,man,TRUE,Southampton,no,TRUE,0
819,male,10,3,2,27.9,Third,child,FALSE,Southampton,no,FALSE,5
820,female,52,1,1,93.5,First,woman,FALSE,Southampton,yes,FALSE,2
821,male,27,0,0,8.6625,Third,man,TRUE,Southampton,yes,TRUE,0
822,male,38,0,0,0,First,man,TRUE,Southampton,no,TRUE,0
823,female,27,0,1,12.475,Third,woman,FALSE,Southampton,yes,FALSE,1
824,male,2,4,1,39.6875,Third,child,FALSE,Southampton,no,FALSE,5
825,male,31,0,0,6.95,Third,man,TRUE,Queenstown,no,TRUE,0
826,male,31,0,0,56.4958,Third,man,TRUE,Southampton,no,TRUE,0
827,male,1,0,2,37.0042,Second,child,FALSE,Cherbourg,yes,FALSE,2
828,male,31,0,0,7.75,Third,man,TRUE,Queenstown,yes,TRUE,0
829,female,62,0,0,80,First,woman,FALSE,Southampton,yes,TRUE,0
830,female,15,1,0,14.4542,Third,child,FALSE,Cherbourg,yes,FALSE,1
831,male,0.83,1,1,18.75,Second,child,FALSE,Southampton,yes,FALSE,2
832,male,31,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
833,male,23,0,0,7.8542,Third,man,TRUE,Southampton,no,TRUE,0
834,male,18,0,0,8.3,Third,man,TRUE,Southampton,no,TRUE,0
835,female,39,1,1,83.1583,First,woman,FALSE,Cherbourg,yes,FALSE,2
836,male,21,0,0,8.6625,Third,man,TRUE,Southampton,no,TRUE,0
837,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
838,male,32,0,0,56.4958,Third,man,TRUE,Southampton,yes,TRUE,0
839,male,31,0,0,29.7,First,man,TRUE,Cherbourg,yes,TRUE,0
840,male,20,0,0,7.925,Third,man,TRUE,Southampton,no,TRUE,0
841,male,16,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
842,female,30,0,0,31,First,woman,FALSE,Cherbourg,yes,TRUE,0
843,male,34.5,0,0,6.4375,Third,man,TRUE,Cherbourg,no,TRUE,0
844,male,17,0,0,8.6625,Third,man,TRUE,Southampton,no,TRUE,0
845,male,42,0,0,7.55,Third,man,TRUE,Southampton,no,TRUE,0
846,male,31,8,2,69.55,Third,man,TRUE,Southampton,no,FALSE,10
847,male,35,0,0,7.8958,Third,man,TRUE,Cherbourg,no,TRUE,0
848,male,28,0,1,33,Second,man,TRUE,Southampton,no,FALSE,1
849,female,28,1,0,89.1042,First,woman,FALSE,Cherbourg,yes,FALSE,1
850,male,4,4,2,31.275,Third,child,FALSE,Southampton,no,FALSE,6
851,male,74,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
852,female,9,1,1,15.2458,Third,child,FALSE,Cherbourg,no,FALSE,2
853,female,16,0,1,39.4,First,woman,FALSE,Southampton,yes,FALSE,1
854,female,44,1,0,26,Second,woman,FALSE,Southampton,no,FALSE,1
855,female,18,0,1,9.35,Third,woman,FALSE,Southampton,yes,FALSE,1
856,female,45,1,1,164.8667,First,woman,FALSE,Southampton,yes,FALSE,2
857,male,51,0,0,26.55,First,man,TRUE,Southampton,yes,TRUE,0
858,female,24,0,3,19.2583,Third,woman,FALSE,Cherbourg,yes,FALSE,3
859,male,31,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
860,male,41,2,0,14.1083,Third,man,TRUE,Southampton,no,FALSE,2
861,male,21,1,0,11.5,Second,man,TRUE,Southampton,no,FALSE,1
862,female,48,0,0,25.9292,First,woman,FALSE,Southampton,yes,TRUE,0
863,female,28,8,2,69.55,Third,woman,FALSE,Southampton,no,FALSE,10
864,male,24,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
865,female,42,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
866,female,27,1,0,13.8583,Second,woman,FALSE,Cherbourg,yes,FALSE,1
867,male,31,0,0,50.4958,First,man,TRUE,Southampton,no,TRUE,0
868,male,31,0,0,9.5,Third,man,TRUE,Southampton,no,TRUE,0
869,male,4,1,1,11.1333,Third,child,FALSE,Southampton,yes,FALSE,2
870,male,26,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
871,female,47,1,1,52.5542,First,woman,FALSE,Southampton,yes,FALSE,2
872,male,33,0,0,5,First,man,TRUE,Southampton,no,TRUE,0
873,male,47,0,0,9,Third,man,TRUE,Southampton,no,TRUE,0
874,female,28,1,0,24,Second,woman,FALSE,Cherbourg,yes,FALSE,1
875,female,15,0,0,7.225,Third,child,FALSE,Cherbourg,yes,TRUE,0
876,male,20,0,0,9.8458,Third,man,TRUE,Southampton,no,TRUE,0
877,male,19,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
878,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
879,female,56,0,1,83.1583,First,woman,FALSE,Cherbourg,yes,FALSE,1
880,female,25,0,1,26,Second,woman,FALSE,Southampton,yes,FALSE,1
881,male,33,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
882,female,22,0,0,10.5167,Third,woman,FALSE,Southampton,no,TRUE,0
883,male,28,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
884,male,25,0,0,7.05,Third,man,TRUE,Southampton,no,TRUE,0
885,female,39,0,5,29.125,Third,woman,FALSE,Queenstown,no,FALSE,5
886,male,27,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
887,female,19,0,0,30,First,woman,FALSE,Southampton,yes,TRUE,0
888,female,28,1,2,23.45,Third,woman,FALSE,Southampton,no,FALSE,3
889,male,26,0,0,30,First,man,TRUE,Cherbourg,yes,TRUE,0
890,male,32,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
